-25.274600333694334, -57.57485558662016
-25.304680584479424, -57.57285124613677
-25.295291222236255, -57.57190710856879
-25.29860706591185, -57.57345211088153
-25.274120279198197, -57.5612117750382
-25.28044755933641, -57.58409511619336
-25.299731547187253, -57.5965189731772
-25.28168932160525, -57.57774364528147
-25.298457488259363, -57.57283467471309
-25.28075800109523, -57.59834301040112
-25.265545420830055, -57.589588280225264
-25.29652175270067, -57.59684513851518
-25.297295299681664, -57.59457113192218
-25.290022985841297, -57.55647085543398
-25.303982227202376, -57.587614124472516
-25.28262063496541, -57.569847221985604
-25.291399003012558, -57.58104071976465
-25.29689838654906, -57.592840284893924
-25.299977905852483, -57.601560138602416
-25.286920206690677, -57.59897143203271
-25.29721309037714, -57.60785630662823
-25.2807604265814, -57.59815394574755
-25.304340878400733,-57.55225103108465
-25.30047062168075, -57.61150622173867
-25.293640633435412, -57.5937081532492
-25.280883625248986, -57.58207671547252
-25.278584892101318, -57.57637035427349
-25.279651632943118, -57.59965267060368
-25.282279319543427, -57.582163581031104
-25.283593964282005, -57.58003299975959
-25.29406515969645, -57.56381952177036
-25.27287563159469, -57.57451693650815
-25.300716978843806, -57.57322061404982
-25.273428809883328, -57.5847634401689
-25.301332869560724, -57.5739018526208
-25.289999979436356, -57.554690924919285
-25.281006823791472, -57.5512847320644
-25.289294838130587, -57.59525310563317
-25.29702156882328, -57.59747270717656
-25.272752244844824, -57.558233365488356
-25.270662893225413, -57.55845898300994
-25.28913962827486, -57.56212246006574
-25.275503206007855, -57.58246944681201
-25.297520676193145, -57.60932933846493
-25.28781056020645, -57.594857010939215
-25.282279319543427, -57.58048131923605
-25.26803521401527, -57.57512866806998
-25.278895338626445, -57.60950099984094
-25.30219060525705, -57.5702348155753
-25.289469883216615, -57.565188030190136
